ID_SHOP,SEX,MARITAL_STATUS,AGE,FLAG_RESIDENCIAL_PHONE,AREA_CODE_RESIDENCIAL_PHONE,PAYMENT_DAY,RESIDENCE_TYPE,MONTHS_IN_RESIDENCE,FLAG_RESIDENCE_TOWN=WORKING_TOWN,FLAG_RESIDENCE_STATE=WORKING_STATE,MONTHS_IN_THE_JOB,PROFESSION_CODE,MATE_INCOME,FLAG_RESIDENCIAL_ADDRESS=POSTAL_ADDRESS,QUANT_BANKING_ACCOUNTS,PERSONAL_NET_INCOME,QUANT_ADDITIONAL_LOAN_IN_THE_APPLICATION,TARGET_LABEL_BAD=1,LOAN_AMOUNT_REQUESTED,ID_CLIENT
1,F,D,38,Y,31,18,P,420,N,Y,120,131,0,Y,0,900,0,0,14665.94942,4204
55,F,O,24,Y,50,28,P,60,Y,Y,84,30,0,Y,0,250,0,0,13310.21641,4205
17,F,D,53,Y,31,1,P,108,N,Y,72,13,0,Y,0,1263,1,0,15723.39816,4206
15,M,S,25,Y,31,3,O,120,Y,Y,12,57,0,Y,0,1000,0,1,23699.49206,4207
8,F,S,19,Y,31,12,C,168,Y,Y,12,801,0,Y,0,360,0,0,8691.717496,4208
24,F,S,30,Y,31,9,A,0,N,Y,24,522,0,Y,0,800,0,1,16647.6266,4209
2,F,S,37,Y,31,20,A,96,Y,Y,24,801,0,Y,0,180,0,0,26238.62249,4210
20,M,C,39,Y,31,3,P,144,Y,Y,36,305,0,Y,0,1500,1,0,20897.22847,4211
10,F,C,48,Y,31,20,P,480,Y,Y,36,351,0,Y,0,500,0,0,22169.83633,4212
22,F,S,20,Y,50,12,P,84,Y,Y,24,853,0,Y,0,300,0,0,23578.29449,4213
22,M,C,32,Y,31,20,P,72,Y,Y,12,865,0,Y,0,427,0,1,8370.318578,4214
24,F,C,32,N,50,28,A,24,Y,Y,12,807,0,Y,0,188,0,0,17978.9513,4215
25,F,C,38,Y,50,16,A,36,Y,Y,36,305,0,Y,0,1000,0,0,23042.51459,4216
10,F,C,54,Y,50,12,P,360,N,Y,0,950,0,Y,0,200,0,0,19145.34078,4217
24,F,S,23,Y,31,18,A,24,N,Y,72,43,0,Y,0,680,0,0,11606.46142,4218
22,M,S,20,N,50,20,P,12,Y,Y,12,202,0,Y,0,497,1,1,20073.22219,4219
25,F,S,20,Y,31,20,A,24,N,Y,24,950,0,Y,0,300,0,0,29599.06768,4220
55,F,O,35,Y,31,18,A,12,Y,Y,84,305,0,Y,0,1800,0,0,22118.70318,4221
55,F,C,29,Y,31,28,P,60,N,Y,24,950,0,Y,0,1000,0,0,27046.68692,4222
23,M,S,35,Y,31,8,P,36,Y,Y,12,713,0,Y,0,2500,1,0,21065.54024,4223
23,F,C,40,Y,31,8,P,96,N,Y,12,205,0,Y,0,250,0,0,8419.494015,4224
22,F,S,20,Y,31,12,P,96,N,Y,12,514,0,Y,0,780,1,0,10195.35357,4225
9,F,C,22,Y,5,12,P,264,Y,Y,12,40,0,Y,0,313,0,0,11353.42071,4226
22,F,O,28,N,50,8,P,60,N,Y,36,950,0,Y,0,400,0,1,6011.006098,4227
16,F,S,19,Y,31,12,P,240,Y,Y,12,712,0,Y,0,220,0,0,7896.404765,4228
55,F,S,49,Y,31,18,P,228,N,Y,48,13,0,Y,0,1500,0,0,12830.13123,4229
22,M,C,25,Y,50,8,O,36,Y,Y,24,999,0,Y,0,464,1,0,18456.67528,4230
25,F,C,23,Y,31,20,C,240,Y,Y,24,38,980,N,0,1341,1,1,6882.248583,4231
24,M,C,40,Y,31,25,P,24,Y,Y,168,999,0,Y,0,8231,1,1,22522.48223,4232
12,M,C,57,Y,31,8,P,120,N,Y,0,13,0,Y,0,347,0,1,27303.11737,4233
16,F,C,38,Y,31,28,P,12,N,Y,0,202,0,Y,0,800,0,0,19414.1655,4234
23,M,C,42,Y,31,12,O,72,N,Y,288,222,0,Y,0,1979,1,0,11395.99186,4235
2,M,S,38,Y,31,18,P,456,Y,Y,12,310,0,Y,0,230,0,0,23979.98924,4236
1,F,S,27,Y,31,1,P,252,N,Y,12,2,0,Y,0,2000,0,0,8039.807263,4237
25,M,C,36,Y,31,20,P,72,N,Y,12,999,200,N,0,500,0,0,23156.42123,4238
3,F,V,71,Y,31,20,A,240,N,Y,180,703,0,Y,0,180,0,0,6313.882058,4239
24,F,C,26,N,50,12,P,84,Y,Y,24,60,0,Y,0,300,0,1,20637.56795,4240
25,F,S,19,Y,50,18,P,168,Y,Y,12,213,0,Y,0,196,0,0,8044.005401,4241
3,M,S,31,Y,31,18,P,360,Y,Y,12,521,0,Y,0,750,0,0,6785.076766,4242
13,F,S,33,Y,31,25,P,144,N,Y,0,165,0,Y,0,400,0,0,13220.5911,4243
19,F,C,48,Y,31,12,P,360,N,Y,0,13,0,Y,0,225,0,0,12944.44566,4244
24,M,S,25,Y,31,12,P,240,Y,Y,24,514,0,Y,0,1150,0,0,21868.7783,4245
20,F,S,19,Y,31,1,P,228,N,Y,36,35,0,Y,0,450,0,1,17306.53379,4246
12,F,S,18,Y,31,11,P,96,N,Y,12,950,0,Y,0,285,0,0,18304.57958,4247
16,F,C,38,Y,31,12,P,180,N,Y,12,165,0,Y,0,350,0,0,19699.41484,4248
25,F,C,43,Y,31,20,P,432,Y,Y,204,35,0,Y,0,900,0,0,24845.74036,4249
9,F,S,21,Y,5,12,P,204,Y,Y,24,854,0,Y,0,370,0,1,23003.16341,4250
3,F,C,51,Y,50,12,P,240,N,Y,144,219,0,Y,0,433,0,0,7064.494505,4251
7,M,S,21,Y,5,8,O,48,Y,Y,36,514,0,Y,0,450,0,0,26271.15508,4252
3,F,S,25,Y,31,18,P,300,Y,Y,12,131,0,Y,0,236,0,0,26274.05611,4253
10,F,C,44,Y,31,18,P,528,N,Y,0,950,0,Y,0,270,0,1,20820.03987,4254
14,F,O,47,Y,31,20,O,132,Y,Y,84,35,0,Y,0,735,1,0,22151.16873,4255
25,F,S,31,N,50,20,P,36,N,Y,36,26,0,Y,0,220,0,0,13735.46277,4256
55,F,V,41,Y,50,18,C,36,N,Y,36,703,0,Y,0,350,0,0,9320.941366,4257
55,M,O,40,Y,31,8,O,60,Y,Y,144,521,0,Y,0,600,0,1,2117.313026,4258
12,F,V,47,Y,31,20,A,0,N,Y,0,703,0,Y,0,1157,0,0,11682.64403,4259
55,F,S,43,N,31,18,A,96,Y,Y,108,351,0,Y,0,400,0,0,8091.023213,4260
25,M,S,22,Y,31,12,P,12,N,Y,36,505,0,Y,0,1238,0,0,12974.10839,4261
13,M,S,27,N,50,8,P,12,N,Y,36,39,0,Y,0,280,0,0,3763.648173,4262
25,F,D,29,Y,50,18,P,348,Y,Y,36,159,0,Y,0,340,0,0,4341.229477,4263
23,F,C,42,Y,31,3,P,240,N,Y,0,703,0,Y,0,260,0,0,8770.557163,4264
11,M,C,42,Y,31,8,P,264,Y,Y,60,265,0,Y,0,550,1,0,2018.763223,4265
15,F,C,36,Y,31,8,P,180,N,Y,0,999,0,Y,0,0,0,0,2237.553969,4266
11,F,C,42,Y,50,20,A,120,Y,Y,120,43,0,Y,0,1500,0,0,20052.25667,4267
22,M,O,21,Y,31,12,P,252,Y,Y,36,508,0,Y,0,211,0,1,771.543559,4268
15,M,V,75,Y,31,18,P,48,N,Y,12,13,0,Y,0,864,2,0,9835.263977,4269
24,F,S,64,Y,31,8,P,48,N,Y,12,13,0,Y,0,189,0,1,18262.35838,4270
6,F,C,37,N,50,18,P,84,Y,Y,132,713,390,Y,0,588,0,0,20451.41227,4271
23,F,S,28,Y,31,18,C,336,Y,Y,24,807,0,Y,0,192,0,0,23365.01428,4272
55,M,S,35,N,31,12,A,36,N,Y,24,953,0,Y,0,668,0,0,21770.66144,4273
22,F,C,41,Y,31,12,P,480,N,Y,24,712,0,Y,0,400,2,1,16146.69081,4274
25,F,C,27,Y,31,8,P,180,N,Y,48,950,800,Y,0,250,0,0,26306.47741,4275
15,M,S,24,Y,31,8,P,120,N,Y,0,999,0,Y,0,0,0,1,22971.7375,4276
55,F,S,25,Y,31,18,A,12,Y,Y,36,999,0,Y,0,488,0,0,25863.63769,4277
20,F,S,22,Y,31,20,P,24,N,Y,12,61,0,Y,0,300,0,0,27567.95181,4278
55,F,S,21,Y,31,18,P,240,Y,Y,12,205,0,Y,0,220,0,1,12150.58282,4279
7,F,D,28,Y,5,8,C,324,N,Y,48,950,0,Y,0,220,0,0,18642.51647,4280
19,F,S,18,Y,50,12,A,12,N,Y,0,999,0,Y,0,200,0,1,4016.919534,4281
18,F,S,19,N,50,18,P,60,Y,Y,12,266,0,Y,0,420,0,1,23688.8918,4282
20,F,S,34,Y,31,12,A,12,Y,Y,60,999,0,Y,0,2114,0,0,2828.741861,4283
24,F,S,33,Y,31,20,P,120,N,Y,96,950,0,Y,0,4500,0,0,1821.97331,4284
12,M,V,50,Y,23,12,P,600,N,Y,48,26,0,N,0,256,0,0,10845.10729,4285
1,F,C,38,Y,31,28,P,12,N,N,192,2,0,Y,0,837,0,0,7581.468485,4286
22,F,S,29,N,50,8,P,348,N,Y,12,26,0,Y,0,253,0,0,16457.71677,4287
22,F,C,29,N,50,8,P,84,Y,Y,12,60,0,Y,0,217,0,0,29231.42456,4288
22,M,O,50,Y,31,8,P,48,Y,Y,60,132,0,Y,0,689,1,0,3383.43386,4289
20,F,S,23,N,31,20,C,36,Y,Y,36,205,0,Y,0,250,0,0,9942.640112,4290
55,F,S,42,Y,50,12,P,24,Y,Y,156,264,0,Y,0,270,0,0,8942.601574,4291
24,F,S,21,Y,31,12,A,72,Y,Y,36,40,0,Y,0,320,0,0,12089.18483,4292
23,F,C,42,Y,31,6,P,180,Y,Y,36,952,0,Y,0,1000,0,0,13004.36143,4293
5,M,S,19,N,50,1,P,12,N,Y,0,205,0,Y,0,180,0,0,27047.9711,4294
3,M,S,29,Y,31,8,P,300,N,Y,12,999,0,Y,0,574,0,0,24767.49819,4295
24,F,C,46,Y,31,3,P,336,Y,Y,180,32,0,Y,0,700,0,0,24108.97286,4296
4,F,S,24,Y,31,3,P,60,N,Y,96,704,0,Y,0,208,0,0,10932.55383,4297
1,F,S,34,Y,31,12,C,12,N,Y,72,853,0,Y,0,339,0,0,2990.764742,4298
22,F,S,51,N,31,18,P,360,N,Y,24,703,0,Y,0,180,0,0,13297.1758,4299
18,M,C,50,Y,23,18,P,24,N,Y,0,13,0,Y,0,350,0,0,27794.01878,4300
19,F,C,43,Y,31,18,P,240,Y,Y,12,712,0,Y,0,3380,0,0,8679.871382,4301
16,F,C,46,Y,31,8,P,12,N,Y,12,725,0,Y,0,375,0,0,671.4483327,4302
5,F,C,28,Y,5,12,P,36,N,Y,0,205,0,Y,0,300,0,0,20717.24006,4303
9,M,S,46,Y,5,20,P,84,Y,Y,300,714,0,Y,0,1500,0,0,12199.55758,4304
10,M,S,17,Y,31,25,P,204,N,Y,0,704,0,Y,0,290,0,1,835.8375698,4305
55,F,C,34,Y,31,20,P,72,N,N,36,35,0,Y,0,380,0,0,20699.87819,4306
55,M,S,26,Y,50,8,P,312,Y,Y,24,999,0,Y,0,261,0,0,19433.05954,4307
24,F,S,57,Y,31,12,P,456,N,Y,48,950,0,Y,0,546,0,0,16990.0479,4308
10,M,S,23,Y,31,12,P,108,N,Y,12,30,0,Y,0,206,0,1,28624.14643,4309
17,F,C,49,Y,31,8,P,252,N,Y,180,131,0,Y,0,450,0,0,18714.50025,4310
15,M,C,38,Y,31,23,P,144,N,Y,0,999,0,Y,0,0,0,1,25448.31531,4311
24,F,V,53,N,50,8,P,360,Y,Y,24,26,0,N,0,213,0,0,20189.56413,4312
25,F,S,23,Y,31,8,P,276,Y,Y,36,159,0,Y,0,231,0,0,12240.71054,4313
24,F,O,47,Y,31,18,C,96,Y,Y,0,38,0,Y,0,260,0,1,1477.954998,4314
12,F,C,42,Y,31,12,P,240,N,Y,0,165,0,Y,0,360,0,1,18211.11758,4315
55,F,V,59,Y,31,12,P,600,N,Y,12,703,0,Y,0,280,0,0,13722.55903,4316
13,F,S,20,Y,31,12,P,252,Y,Y,12,853,0,Y,0,400,0,0,27761.89172,4317
24,F,S,35,Y,31,12,A,264,N,Y,24,999,0,Y,0,450,0,1,13868.26916,4318
5,M,S,20,Y,23,18,P,48,N,Y,0,999,0,Y,0,180,0,1,22601.75181,4319
55,F,O,38,Y,31,3,A,24,Y,Y,12,918,0,N,0,320,0,0,29461.35215,4320
25,F,S,65,Y,31,23,P,108,Y,Y,300,999,0,Y,0,1840,1,0,20333.28328,4321
17,M,S,31,Y,31,20,C,300,N,Y,12,732,0,Y,0,292,0,0,5995.872434,4322
20,F,C,42,N,31,8,O,72,Y,Y,72,165,0,Y,0,300,0,0,26232.75425,4323
11,F,S,44,N,50,20,P,48,Y,Y,48,205,0,Y,0,240,0,0,26817.30992,4324
24,F,S,19,Y,31,1,C,228,Y,Y,12,653,0,Y,0,275,0,0,23105.4034,4325
25,F,S,44,Y,31,8,P,420,Y,Y,12,130,0,Y,0,388,0,0,3697.99405,4326
1,M,C,28,Y,31,18,A,12,N,Y,12,864,0,Y,0,433,0,0,11749.91942,4327
23,F,S,35,N,31,1,P,48,Y,Y,48,205,0,Y,0,300,0,0,21211.26362,4328
24,F,S,20,Y,50,8,P,156,N,Y,12,725,0,Y,0,520,0,0,1415.393292,4329
25,F,C,36,Y,31,8,P,96,Y,Y,48,999,0,Y,0,1000,0,0,22056.98683,4330
66,F,S,21,Y,31,20,P,60,Y,Y,12,999,0,Y,0,250,0,0,19910.52062,4331
66,F,O,24,Y,31,28,O,96,Y,Y,36,138,0,Y,0,700,0,0,2475.960451,4332
17,F,C,28,Y,31,8,P,336,N,Y,12,514,0,Y,0,848,1,0,15218.8799,4333
21,F,S,34,Y,31,8,A,36,Y,Y,60,950,0,Y,0,225,0,0,16890.40269,4334
24,F,C,53,N,31,28,P,312,N,Y,60,165,0,Y,0,300,0,0,6473.762863,4335
25,F,C,38,Y,31,20,P,72,N,Y,72,999,0,Y,0,700,0,0,10952.46679,4336
24,F,C,47,Y,31,18,P,48,Y,Y,96,999,0,Y,0,460,0,0,24586.06998,4337
25,F,S,32,Y,50,12,C,0,Y,Y,0,999,0,Y,0,600,0,0,29288.08429,4338
20,F,S,23,Y,31,12,A,12,Y,Y,12,205,0,Y,0,180,0,0,26281.51416,4339
22,F,C,24,Y,50,28,P,72,N,Y,36,950,0,Y,0,800,0,0,502.132875,4340
8,F,S,18,Y,31,20,C,216,Y,Y,12,40,0,Y,0,200,0,1,1830.766607,4341
12,F,C,27,Y,31,8,A,0,N,Y,0,720,1500,Y,0,1500,1,0,18583.96538,4342
16,F,S,22,Y,31,8,P,264,N,Y,12,999,0,Y,0,300,0,0,16297.50644,4343
25,F,S,35,Y,31,28,P,12,N,Y,60,999,0,Y,0,1500,0,0,21979.02383,4344
55,F,S,33,Y,50,20,P,396,Y,Y,72,712,0,Y,0,395,0,1,24748.262,4345
15,F,S,18,Y,31,23,O,12,Y,Y,12,24,0,Y,0,221,0,0,10082.74632,4346
14,F,S,20,N,31,12,P,240,Y,Y,12,653,0,Y,0,348,0,0,25522.75978,4347
24,M,C,33,Y,31,20,P,396,N,Y,120,113,0,Y,0,2000,0,0,19926.69926,4348
8,M,S,19,Y,31,3,C,84,N,Y,12,26,0,Y,0,227,0,1,25392.57066,4349
10,F,S,45,Y,31,8,P,240,N,Y,0,950,0,Y,0,270,0,0,16241.62917,4350
1,M,C,25,Y,50,8,A,12,N,Y,84,514,0,Y,0,900,0,0,22555.27367,4351
16,F,V,28,Y,31,25,P,12,Y,Y,12,205,0,Y,0,204,0,0,11516.43192,4352
17,F,C,36,Y,31,18,P,72,Y,Y,12,999,0,Y,0,456,0,0,29362.63751,4353
1,F,S,52,Y,52,18,P,240,Y,Y,216,713,0,Y,0,923,1,0,8653.236687,4354
16,M,S,19,Y,49,18,P,228,Y,Y,12,30,0,Y,0,299,0,0,10570.01948,4355
14,M,O,30,Y,31,18,A,24,N,Y,60,999,0,Y,0,600,1,0,27047.39473,4356
25,F,C,31,Y,50,20,P,144,Y,Y,108,61,0,Y,0,300,0,0,25707.2654,4357
3,M,C,27,Y,31,1,P,36,Y,Y,12,222,0,Y,0,401,0,1,13890.40088,4358
25,M,C,40,Y,31,3,P,180,Y,Y,60,654,550,Y,0,550,0,0,2418.784346,4359
55,F,C,45,Y,31,28,P,60,Y,Y,60,950,0,Y,0,800,0,1,17803.42386,4360
1,F,S,28,Y,31,12,C,180,N,Y,12,999,0,Y,0,979,0,0,7831.432067,4361
20,F,C,55,Y,31,12,P,312,N,Y,60,713,0,Y,0,725,0,0,3371.822499,4362
10,M,C,34,Y,31,3,P,12,Y,Y,48,129,0,Y,0,359,0,0,26185.05911,4363
12,M,C,22,Y,31,8,P,24,Y,Y,12,999,0,Y,0,252,0,0,21078.93488,4364
22,M,O,22,N,50,8,P,36,N,Y,0,106,0,Y,0,180,0,1,9723.586191,4365
3,M,S,36,N,50,28,P,408,Y,Y,204,39,0,Y,0,217,0,1,7376.395452,4366
24,F,S,33,N,50,3,P,192,N,Y,72,205,0,Y,0,220,0,0,29783.94164,4367
25,F,S,18,Y,31,28,A,72,N,Y,0,801,0,Y,0,180,0,1,9828.170201,4368
9,F,V,74,N,50,12,P,132,N,Y,12,703,0,Y,0,360,0,0,26189.01608,4369
55,F,C,55,Y,31,1,A,24,N,Y,60,131,500,Y,0,300,0,0,9570.212906,4370
19,F,S,23,Y,31,18,P,276,Y,Y,12,950,0,Y,0,260,0,0,13522.45908,4371
22,F,V,50,Y,50,28,P,360,N,Y,48,703,0,Y,0,1418,0,0,6270.773385,4372
18,F,C,20,N,5,28,P,240,N,Y,0,999,0,Y,0,1000,0,0,23740.01256,4373
22,M,C,46,N,50,18,P,168,N,Y,24,703,0,Y,0,180,1,1,22264.37514,4374
7,F,S,52,Y,5,25,P,24,Y,Y,60,305,0,Y,0,1146,0,1,9054.938625,4375
20,F,S,27,N,31,20,P,240,N,Y,12,205,0,Y,0,300,0,0,29181.33847,4376
22,M,S,20,Y,31,12,P,24,Y,Y,0,999,0,Y,0,0,0,1,13965.42594,4377
22,F,S,23,Y,31,8,P,24,N,Y,36,950,0,Y,0,700,0,1,14423.13897,4378
4,F,C,30,Y,31,20,P,60,N,Y,0,999,0,Y,0,0,0,0,8569.273987,4379
55,M,S,22,Y,31,8,P,12,Y,Y,0,39,0,Y,0,300,0,0,27461.6925,4380
16,F,O,45,Y,31,3,P,420,N,Y,12,950,0,Y,0,213,0,1,2746.006949,4381
55,F,C,36,Y,31,18,P,60,Y,Y,12,165,0,Y,0,420,0,0,15989.8504,4382
55,F,O,53,Y,31,25,P,132,Y,Y,72,653,0,Y,0,450,0,0,27325.95186,4383
66,F,C,37,Y,31,28,P,144,Y,Y,24,113,1800,Y,0,1800,1,0,9084.028641,4384
23,F,S,20,Y,31,25,P,60,N,Y,36,999,0,Y,0,1200,0,0,26703.90614,4385
3,M,S,18,Y,31,18,P,216,Y,Y,12,999,0,Y,0,200,0,1,1554.954753,4386
22,M,O,24,Y,50,12,P,276,Y,Y,0,953,0,Y,0,430,1,0,17523.53513,4387
24,F,V,69,N,50,12,A,72,N,Y,276,725,0,Y,0,300,0,0,22373.2886,4388
20,F,C,78,Y,31,8,P,492,N,Y,276,13,0,Y,0,1400,0,0,769.7719975,4389
96,F,S,40,Y,31,18,P,24,Y,Y,24,501,0,Y,0,100,0,0,2321.341498,4390
6,F,S,23,N,50,12,C,120,Y,Y,60,205,0,Y,0,200,0,1,25046.27159,4391
17,M,C,39,Y,31,8,P,108,Y,Y,144,999,0,Y,0,1200,0,0,22022.51994,4392
2,M,S,46,N,50,18,P,384,Y,Y,12,205,0,Y,0,430,0,1,18466.71721,4393
11,F,S,51,N,31,12,P,264,Y,Y,180,855,0,Y,0,285,0,0,8731.866051,4394
20,M,C,54,Y,31,12,P,276,Y,Y,384,34,0,Y,0,4300,2,0,18201.73993,4395
66,M,C,38,Y,31,8,P,240,Y,Y,228,514,0,Y,0,1514,0,0,15034.3727,4396
55,F,V,54,Y,31,18,P,360,N,Y,240,950,0,Y,0,900,0,0,13915.56056,4397
8,M,S,18,Y,31,12,P,216,N,Y,12,992,0,Y,0,400,0,0,10644.72206,4398
1,F,S,69,Y,31,12,P,252,N,Y,132,13,0,Y,0,1367,0,0,13879.84225,4399
4,F,C,51,Y,31,28,P,216,Y,Y,96,305,0,Y,0,2000,1,0,5064.417582,4400
20,M,S,20,Y,31,8,P,240,Y,Y,12,38,0,Y,0,201,0,1,10962.01514,4401
7,F,C,38,Y,5,8,P,24,Y,Y,180,38,0,Y,0,971,0,0,23395.42775,4402
5,M,S,23,N,50,12,C,120,Y,Y,0,39,0,Y,0,210,0,0,20660.42794,4403
16,F,S,30,N,31,20,P,132,N,Y,0,950,0,Y,0,600,0,0,3973.93412,4404
1,M,C,56,Y,31,20,P,96,N,Y,72,13,0,Y,0,673,1,0,17683.34244,4405
19,F,C,47,Y,31,1,P,144,N,Y,0,720,1750,Y,0,0,1,0,15008.15234,4406
2,F,V,41,Y,31,20,P,360,N,Y,0,26,0,Y,0,380,0,1,13882.06547,4407
18,M,O,24,Y,23,3,O,12,N,Y,0,999,0,Y,0,1200,0,1,15136.38579,4408
55,F,C,28,Y,31,18,A,12,N,Y,72,999,0,Y,0,500,0,0,5416.590349,4409
55,F,C,30,Y,31,18,P,24,Y,Y,132,514,0,Y,0,1300,0,0,1052.637565,4410
24,F,S,49,Y,31,8,P,480,N,Y,324,999,0,Y,0,1144,0,0,10027.23014,4411
14,F,C,34,Y,31,12,P,120,N,Y,12,205,0,Y,0,360,0,0,25428.9366,4412
24,F,C,33,Y,50,28,P,360,N,Y,36,950,0,Y,0,600,0,0,14428.1221,4413
18,F,C,39,Y,23,18,O,12,Y,Y,12,853,0,Y,0,641,0,0,8158.171072,4414
55,M,C,37,Y,50,18,O,96,Y,Y,180,514,0,Y,0,850,0,0,24382.27801,4415
24,F,S,31,N,31,20,O,120,Y,Y,120,205,0,Y,0,400,0,0,16560.585,4416
15,M,S,18,Y,31,20,P,216,Y,Y,12,999,0,Y,0,486,0,0,9741.911883,4417
22,F,C,35,N,50,8,P,132,Y,Y,96,712,0,Y,0,2100,1,0,14344.83539,4418
20,F,S,29,Y,31,28,O,12,N,Y,36,950,0,Y,0,300,0,0,2333.748442,4419
22,F,S,20,N,50,25,P,24,N,Y,60,950,0,Y,0,300,0,1,28776.26363,4420
15,F,V,60,Y,31,12,P,336,N,Y,60,703,0,Y,0,395,0,0,3362.498298,4421
12,M,S,25,N,31,18,A,36,N,Y,0,702,0,Y,0,600,0,0,24128.32898,4422
15,F,S,51,Y,31,18,A,72,N,Y,144,725,0,Y,0,420,0,1,14168.52608,4423
13,M,C,32,Y,31,12,P,0,N,Y,12,514,0,Y,0,951,0,0,11987.40891,4424
55,F,S,39,Y,31,18,C,360,Y,Y,60,999,0,Y,0,269,0,0,18727.49197,4425
22,F,O,40,Y,50,18,P,96,N,Y,360,501,0,Y,0,200,0,0,20321.09585,4426
25,F,C,25,Y,31,8,P,36,N,Y,24,24,0,Y,0,309,0,0,13623.66519,4427
1,F,S,19,Y,31,12,A,12,Y,Y,12,950,0,Y,0,300,0,0,3070.878544,4428
1,F,C,24,N,50,8,P,120,N,Y,48,131,0,Y,0,300,0,0,28644.33351,4429
25,F,S,24,Y,31,18,P,288,N,Y,60,100,0,Y,0,1000,0,1,29092.00648,4430
25,F,C,31,Y,31,8,P,156,Y,Y,12,26,0,Y,0,220,0,0,15919.39482,4431
1,F,S,27,Y,31,23,P,216,Y,Y,12,205,0,Y,0,220,0,0,29947.10235,4432
15,F,C,50,Y,31,20,P,600,N,Y,0,720,1600,Y,0,0,0,1,8335.367092,4433
10,F,S,24,Y,31,20,P,180,Y,Y,12,210,0,Y,0,642,1,0,13238.73745,4434
22,F,S,46,N,50,20,P,96,N,Y,0,130,0,Y,0,295,0,1,17590.63792,4435
22,F,S,20,Y,31,8,C,240,Y,Y,0,732,0,Y,0,600,0,1,17219.67433,4436
24,M,S,19,N,50,12,P,192,Y,Y,12,999,0,Y,0,172,0,0,3914.499756,4437
5,F,S,29,Y,24,12,C,336,Y,Y,0,60,0,Y,0,210,0,1,22462.91236,4438
12,M,S,18,Y,31,1,C,72,Y,Y,12,520,0,Y,0,450,0,0,6749.439551,4439
20,F,C,33,Y,31,18,C,396,Y,Y,36,88,0,Y,0,1000,0,0,25130.59215,4440
55,F,C,37,Y,50,8,P,180,Y,Y,48,205,0,Y,0,450,2,0,22173.92662,4441
7,M,C,35,Y,5,20,P,48,Y,Y,48,922,0,Y,0,292,0,0,26087.05696,4442
10,M,S,33,N,50,12,P,168,Y,Y,24,30,0,Y,0,342,0,0,25294.24751,4443
10,F,S,20,Y,31,25,C,216,N,Y,0,999,0,Y,0,220,0,0,27432.29634,4444
25,F,S,25,Y,31,25,P,36,Y,Y,0,165,0,Y,0,250,0,0,19539.14392,4445
24,F,S,25,Y,50,9,C,240,Y,Y,36,38,0,Y,0,339,0,0,11876.03254,4446
19,F,V,70,Y,31,8,P,120,N,Y,0,13,0,Y,0,3659,0,0,22634.98267,4447
55,F,S,23,Y,31,12,P,276,N,Y,12,999,0,Y,0,250,0,0,13553.47714,4448
12,F,C,74,Y,31,12,P,396,N,Y,0,703,0,Y,0,360,0,0,23378.53065,4449
11,F,C,42,Y,31,8,P,0,N,Y,0,704,0,Y,0,731,0,0,22349.08942,4450
15,M,C,59,Y,31,25,P,420,N,Y,0,999,0,Y,0,0,0,0,15183.49974,4451
22,F,S,17,Y,31,12,P,216,Y,Y,12,999,0,Y,0,280,0,0,17360.55205,4452
25,F,S,27,Y,31,3,P,24,Y,Y,0,950,0,Y,0,350,0,1,21832.21561,4453
55,M,V,19,N,50,12,A,240,N,Y,0,24,0,N,0,365,0,0,19816.87399,4454
9,M,D,58,Y,5,12,A,12,N,Y,12,13,0,Y,0,900,1,0,3006.054662,4455
7,F,S,30,N,50,28,P,240,Y,Y,12,26,0,Y,0,225,0,0,26795.34531,4456
25,F,S,20,Y,31,18,P,240,Y,Y,12,38,0,Y,0,350,0,0,23260.49905,4457
24,M,S,21,N,50,20,C,24,N,Y,24,26,0,Y,0,220,0,0,18966.52508,4458
16,F,O,59,Y,31,20,A,36,N,Y,0,999,0,Y,0,300,0,0,19289.56576,4459
25,F,S,31,N,50,3,P,12,N,Y,12,205,0,Y,0,500,0,0,10430.11473,4460
18,F,S,18,Y,23,18,C,216,N,Y,0,999,0,Y,0,1,0,0,4945.530547,4461
9,M,C,26,Y,5,8,C,12,N,Y,36,861,0,Y,0,890,1,0,9924.046543,4462
25,M,S,21,Y,31,12,P,252,N,Y,0,24,0,Y,0,546,0,1,23275.91391,4463
25,F,S,21,Y,31,8,A,24,Y,Y,12,38,0,Y,0,479,0,0,12972.63249,4464
15,F,S,25,Y,31,12,P,48,N,Y,0,999,0,Y,0,0,0,0,2515.156941,4465
25,M,D,54,N,50,18,P,12,N,Y,264,999,0,Y,0,272,0,0,16904.06361,4466
5,M,S,22,N,50,8,A,36,Y,Y,0,60,0,Y,0,240,0,0,27219.12414,4467
25,F,S,19,Y,31,25,P,228,Y,Y,24,713,0,Y,0,456,0,0,27306.58987,4468
55,F,S,56,Y,31,18,P,72,N,Y,120,13,0,Y,0,400,0,0,28123.60875,4469
21,F,S,23,Y,31,8,O,36,Y,Y,36,205,0,N,0,260,0,0,24323.57598,4470
25,M,O,19,Y,50,12,O,24,N,Y,0,24,0,Y,0,400,0,1,14155.824,4471
14,M,S,23,Y,31,12,P,276,N,Y,12,265,0,Y,0,370,0,0,6967.606971,4472
13,M,C,34,Y,31,20,C,120,N,Y,156,514,0,Y,0,950,1,0,20324.03875,4473
